Name,Size,AC,HP,Strength,Dexterity,Constitution,Intelligence,Wisdom,Charisma,Saving Throws,Skills,Damage Vulnerabilities,Damage Resistances,Damage Immunities,Condition Immunities,CR,Overall
Space Mollymawk,Small,12,0.1331360946745562,6,14,11,3,12,3,0,1,0,0,0,0,0,49
Space Swine,Medium,11,0.9763313609467456,12,12,12,4,10,3,0,2,0,0,0,0,0.25,53
Spawn of Kyuss,Medium,10,3.3727810650887573,16,11,18,5,7,3,1,0,0,0,1,2,5,60
Spectator,Medium,14 (natural armor),1.7307692307692306,8,14,14,13,14,11,0,1,0,0,0,1,3,74
Specter,Medium,12,0.9763313609467456,1,14,11,10,10,11,0,0,0,7,2,9,1,57
Spellcaster,Medium,12 (leather armor),0.3994082840236686,10,12,10,15,14,13,1,3,0,0,0,0,0,74
Spellcaster (Healer),Medium,13 (studded leather),2.396449704142012,10,12,10,15,18,13,1,3,0,0,0,0,0,78
Spellcaster (Healer),Medium,13 (studded leather),1.997041420118343,10,12,10,15,18,13,1,3,0,0,0,0,0,78
Spellcaster (Healer),Medium,13 (studded leather),1.5976331360946745,10,12,10,15,16,13,1,3,0,0,0,0,0,76
Spellcaster (Mage),Medium,13 (studded leather),2.396449704142012,10,12,10,18,14,14,1,3,0,0,0,0,0,78
Spellcaster (Mage),Medium,13 (studded leather),1.997041420118343,10,12,10,18,14,14,1,3,0,0,0,0,0,78
Spellcaster (Mage),Medium,13 (studded leather),1.5976331360946745,10,12,10,16,14,13,1,3,0,0,0,0,0,75
Sperm Whale,Gargantuan,13 (natural armor),8.38757396449704,26,8,17,3,12,5,0,0,0,0,0,0,8,71
Sphinx of Judgment,Large,17 (natural armor),6.035502958579881,18,15,16,18,18,18,0,4,0,3,1,2,11,103
Spider,Tiny,12,0.04437869822485207,2,14,8,1,10,2,0,1,0,0,0,0,0,37
Spiked Tomb Guardian,Medium,17,4.127218934911243,19,9,18,6,10,5,0,0,0,0,4,6,6,67
Spined Devil,Small,13 (natural armor),0.9763313609467456,10,15,12,11,14,8,0,0,0,3,2,1,2,70
Spirit Naga,Large,15 (natural armor),3.328402366863905,18,17,14,16,15,16,4,0,0,0,1,2,8,96
Spirit Statue Mascot,Medium,14 (natural armor),1.1538461538461537,14,9,15,12,13,8,0,3,0,0,0,0,0.25,71
Spirit Troll,Large,17 (natural armor),5.769230769230769,1,17,13,8,9,16,0,1,0,3,3,7,11,64
Spitting Mimic,Large,14 (natural armor),3.7721893491124256,21,12,17,9,15,10,0,1,0,0,1,1,5,84
Splugoth the Returned,Small,15 (natural armor),1.198224852071006,10,14,12,14,11,10,2,1,0,0,0,0,2,71
Spore Servant Octopus,Large,11,2.3076923076923075,17,13,13,2,6,1,0,0,0,0,0,4,1,52
Spring Eladrin,Medium,19 (natural armor),7.322485207100591,14,16,16,18,11,18,0,2,0,1,0,0,10,93
Sprite,Tiny,15 (leather armor),0.08875739644970414,3,18,10,14,13,11,0,2,0,0,0,0,0.25,69
Spy,Medium,12,1.198224852071006,10,15,10,12,14,16,0,7,0,0,0,0,1,77
Squire,Medium,12 (shield),0.4881656804733728,13,10,12,8,11,9,1,1,0,0,0,0,0,63
Ssurran Defiler,Medium,"16 (natural armor, intellect fortress)",2.3076923076923075,13,12,16,15,15,7,2,4,0,1,0,0,3,78
Ssurran Poisoner,Medium,"16 (natural armor, shield)",0.9763313609467456,13,12,13,12,12,7,0,3,0,0,0,0,0.5,69
Star Spawn Grue,Small,11,0.7544378698224852,6,13,10,9,11,6,0,0,0,0,1,0,0.25,55
Star Spawn Hulk,Large,16 (natural armor),6.035502958579881,20,8,21,7,12,9,2,1,0,3,0,2,10,77
Star Spawn Larva Mage,Medium,16 (natural armor),7.455621301775148,17,12,23,18,12,16,3,1,0,3,1,6,16,98
Star Spawn Mangler,Medium,14,3.150887573964497,8,18,12,11,12,7,2,1,0,1,1,3,5,68
Star Spawn Seer,Medium,17 (natural armor),6.789940828402367,14,12,18,22,19,16,4,1,0,3,1,2,13,101
Starlight Apparition,Medium,10,3.195266272189349,1,11,10,18,16,16,0,0,0,5,2,10,5,72
Statue of Talos,Large,17 (natural armor),6.523668639053254,19,11,20,6,11,9,1,1,0,3,1,3,10,76
Statue of Vergadain,Large,17 (natural armor),7.899408284023668,22,9,20,3,11,1,0,0,0,0,4,6,10,66
Steam Mephit,Small,10,0.9319526627218935,5,11,10,11,10,12,0,0,0,0,2,1,0.25,59
Steel Defender,Medium,15 (natural armor),0.08875739644970414,14,12,14,4,10,6,2,2,0,0,1,3,0,60
Steel Predator,Large,20 (natural armor),9.186390532544378,24,17,22,4,14,6,0,3,0,4,4,7,16,87
Stegosaurus,Huge,13 (natural armor),3.3727810650887573,20,9,17,2,11,5,0,0,0,0,0,0,4,64
Stench Kow,Large,10,0.665680473372781,18,10,14,2,10,4,0,0,0,3,0,0,0.5,58
Stirge,Tiny,14 (natural armor),0.08875739644970414,4,16,11,2,8,6,0,0,0,0,0,0,0.125,47
Stomping Foot,Tiny,12,0.08875739644970414,13,14,11,5,10,4,0,0,0,0,1,3,0,57
Stone Cursed,Medium,17 (natural armor),0.8431952662721893,16,5,14,5,8,7,0,0,1,0,1,5,1,55
Stone Dragon Statue,Large,17 (natural armor),7.899408284023668,22,9,20,3,11,1,0,0,0,0,4,6,10,66
Stone Giant,Huge,17 (natural armor),5.59171597633136,23,15,20,10,12,9,3,2,0,0,0,0,7,89
Stone Giant Dreamwalker,Huge,18 (natural armor),7.144970414201183,23,14,21,10,8,12,3,2,0,0,0,2,10,88
Stone Giant Statue,Huge,17 (natural armor),8.653846153846153,22,9,20,3,11,1,0,0,0,0,4,6,0,66
Stone Golem,Large,17 (natural armor),7.899408284023668,22,9,20,3,11,1,0,0,0,0,4,6,10,66
Stone Juggernaut,Large,15 (natural armor),6.967455621301775,16,12,15,14,14,16,0,0,0,0,3,9,12,87
Stone Warrior,Large,17 (natural armor),4.526627218934911,22,9,20,3,11,1,0,0,0,0,4,6,4,66
Stonecloak,Large,17 (natural armor),7.899408284023668,22,9,20,9,11,9,0,0,0,0,4,6,10,80
Stonemelder,Medium,17 (splint armor),3.328402366863905,15,10,16,12,11,17,0,2,0,0,0,0,4,81
Storm Giant,Huge,16 (scale mail),10.207100591715976,29,14,20,16,18,18,4,4,0,1,2,0,13,115
Storm Giant Quintessent,Huge,12,10.207100591715976,29,14,20,17,20,19,4,3,0,3,2,0,16,119
Storm Giant Skeleton,Huge,13 (armor scraps),9.053254437869821,29,14,15,3,8,1,2,1,1,1,3,2,16,70
Strahd Zombie,Medium,8,1.331360946745562,13,6,16,3,6,5,1,0,0,0,1,1,1,49
Strigoi,Medium,16 (natural armor),2.3076923076923075,17,14,16,11,17,10,3,2,0,1,0,2,4,85
Strixhaven Campus Guide,Small,17 (natural armor),1.3757396449704142,15,14,13,10,12,12,1,2,0,0,1,6,1,76
Su-monster,Medium,12,1.198224852071006,14,15,12,9,13,9,0,2,0,0,0,0,1,72
Succubus,Medium,15 (natural armor),2.9289940828402363,8,17,13,15,12,20,0,5,0,6,0,0,4,85
Sul Khatesh,Large,22 (natural armor),21.079881656804734,18,21,19,30,22,25,4,4,0,3,3,6,28,135
Summer Eladrin,Medium,19 (natural armor),7.322485207100591,19,21,16,14,12,18,0,2,0,1,0,0,10,100
Sunder Shaman,Huge,20 (stone armor),6.124260355029586,23,15,21,10,12,9,3,2,0,0,0,0,10,90
Svirfneblin Wererat,Small,12,1.4644970414201182,10,15,12,11,10,8,0,2,0,0,3,0,2,66
Swarm of Animated Books,Medium,12 (natural armor),0.9763313609467456,10,13,12,1,10,1,0,0,1,0,2,10,0.25,47
Swarm of Bats,Medium,12,0.9763313609467456,5,15,10,2,12,4,0,0,0,3,0,8,0.25,48
Swarm of Beetles,Medium,12 (natural armor),0.9763313609467456,3,13,10,1,7,1,0,0,0,3,0,8,0.5,35
Swarm of Books,Medium,12,0.9763313609467456,5,15,10,2,12,4,0,0,0,3,0,8,0.25,48
Swarm of Campestris,Medium,12 (natural armor),1.198224852071006,3,7,10,4,10,8,0,1,0,3,0,7,1,42
Swarm of Centipedes,Medium,12 (natural armor),0.9763313609467456,3,13,10,1,7,1,0,0,0,3,0,8,0.5,35
Swarm of Cranium Rats,Medium,12,3.3727810650887573,9,14,10,15,11,14,0,0,0,3,0,8,5,73
Swarm of Gremishkas,Medium,12,1.0650887573964496,12,14,10,12,14,4,0,1,0,3,0,8,2,66
Swarm of Hoard Scarabs,Medium,14 (natural armor),1.3757396449704142,6,16,11,3,8,6,0,0,0,3,0,8,2,50
Swarm of Insects,Medium,12 (natural armor),0.9763313609467456,3,13,10,1,7,1,0,0,0,3,0,8,0.5,35
Swarm of Maggots,Medium,11,0.9763313609467456,3,12,10,1,7,1,0,0,0,3,0,8,2,34
Swarm of Mechanical Spiders,Medium,12 (natural armor),0.9763313609467456,3,13,10,1,7,1,0,0,1,3,0,10,0.5,35
Swarm of Poisonous Snakes,Medium,14,1.5976331360946745,8,18,11,1,10,3,0,0,0,3,0,8,2,51
Swarm of Quippers,Medium,13,1.242603550295858,13,16,9,1,7,2,0,0,0,3,0,8,1,48
Swarm of Rats,Medium,10,1.0650887573964496,9,11,9,2,10,3,0,0,0,3,0,8,0.25,44
Swarm of Ravens,Medium,12,1.0650887573964496,6,14,8,3,12,6,0,1,0,3,0,8,0.25,49
Swarm of Rot Grubs,Medium,8,0.9763313609467456,2,7,10,1,2,1,0,0,1,2,0,7,0.5,23
Swarm of Scarabs,Medium,13 (natural armor),1.198224852071006,3,14,13,1,12,1,0,0,0,3,0,8,3,44
Swarm of Sorrowfish,Medium,14,4.615384615384615,16,19,14,1,11,3,0,0,0,3,1,8,6,64
Swarm of Spiders,Medium,12 (natural armor),0.9763313609467456,3,13,10,1,7,1,0,0,0,3,0,8,0.5,35
Swarm of Undead Snakes,Medium,14,1.5976331360946745,8,18,11,1,10,3,0,0,0,3,1,9,2,51
Swarm of Wasps,Medium,12 (natural armor),0.9763313609467456,3,13,10,1,7,1,0,0,0,3,0,8,0.5,35
Swarm of Zombie Limbs,Medium,10,0.9763313609467456,14,10,10,3,8,5,0,0,0,3,1,10,1,50
Swashbuckler,Medium,"17 (leather armor, suave defense)",2.9289940828402363,12,18,12,14,11,15,0,3,0,0,0,0,3,82
Swavain Basilisk,Huge,16 (natural armor),3.7721893491124256,15,16,15,2,8,7,0,0,0,0,1,1,7,63
Sword Wraith Commander,Medium,"18 (breastplate, shield)",5.636094674556213,18,14,18,11,12,14,0,1,0,3,1,4,8,87
Sword Wraith Warrior,Medium,"16 (chain shirt, shield)",1.997041420118343,18,12,17,6,9,10,0,0,0,3,1,4,3,72
Tabaxi Hunter,Medium,14 (leather armor),1.7751479289940828,10,17,11,13,14,15,0,4,0,0,0,0,1,80
Tabaxi Minstrel,Medium,12,0.9763313609467456,10,15,11,14,12,16,0,4,0,0,0,0,0.25,78
Tanarukk,Medium,14 (natural armor),4.215976331360946,18,13,20,9,9,9,0,2,0,2,0,0,5,78
Tanazir Quandrix,Gargantuan,21 (natural armor),19.704142011834318,28,14,27,28,18,17,4,4,0,0,2,0,24,132
Tarkanan Assassin,Medium,15 (studded leather),1.997041420118343,12,16,14,10,14,11,0,5,0,0,0,0,2,77
Tarrasque,Gargantuan,25 (natural armor),30.0,30,11,30,3,11,11,3,0,0,0,4,4,30,96
Telepathic Pentacle,Huge,15 (natural armor),7.633136094674556,20,12,20,2,10,7,0,1,0,0,0,0,8,71
Terracotta Warrior,Medium,18 (natural armor),1.4644970414201182,14,11,13,1,3,1,0,0,0,0,2,8,1,43
Thayan Apprentice,Medium,12 (15 with mage armor),1.198224852071006,10,14,12,15,13,11,0,1,0,0,0,0,2,75
Thayan Warrior,Medium,"16 (chain shirt, shield)",2.3076923076923075,16,13,14,10,11,11,0,1,0,0,0,0,2,75
The Bagman,Large,15 (natural armor),3.727810650887574,18,13,20,7,9,7,0,1,0,0,0,0,5,74
The Lord of Blades,Medium,19 (natural armor),8.653846153846153,20,15,18,19,17,18,4,4,0,2,0,3,18,107
Theran Chimera,Large,15 (natural armor),4.215976331360946,18,13,19,3,14,10,2,1,0,0,0,0,7,77
Thessalhydra,Huge,14 (natural armor),3.062130177514793,19,12,20,5,10,7,0,1,0,0,1,5,4,73
Thorn Slinger,Large,11,1.4201183431952662,13,12,12,1,10,1,0,0,0,0,0,3,0.5,49
Thorny Vegepygmy,Medium,14 (natural armor),1.198224852071006,13,12,13,2,10,6,0,2,0,2,0,0,1,56
Thought Spy,Medium,13 (leather armor),1.198224852071006,11,14,10,16,13,14,0,6,0,0,0,0,1,78
Thri-kreen,Medium,15 (natural armor),1.4644970414201182,12,15,13,8,12,7,0,3,0,0,0,0,1,67
Thri-kreen Gladiator,Medium,17 (natural armor),6.301775147928994,18,18,16,10,15,11,3,3,0,0,0,1,7,88
Thri-kreen Hunter,Medium,16 (natural armor),2.662721893491124,15,16,13,10,14,9,0,3,0,0,0,0,2,77
Thri-kreen Mystic,Medium,15 (natural armor),4.393491124260355,12,15,13,12,16,10,0,3,0,0,0,0,5,78
Thug,Medium,11 (leather armor),1.4201183431952662,15,11,14,10,10,11,0,1,0,0,0,0,0.5,71
Thunderbeast Skeleton,Huge,15 (natural armor),3.0177514792899407,19,11,15,2,12,5,0,0,1,0,1,2,3,64
Tiefling Acrobat,Medium,10,0.17751479289940827,10,10,10,10,10,10,0,2,0,0,0,0,0,60
Tiger,Large,12,1.6420118343195265,17,15,14,3,12,8,0,2,0,0,0,0,1,69
Tin Soldier,Small,18 (natural armor),1.198224852071006,14,11,13,1,3,1,0,0,0,0,2,8,1,43
Tiny Servant,Tiny,15 (natural armor),0.4437869822485207,4,16,10,2,10,1,0,0,0,0,2,8,0,43
Titivilus,Medium,20 (natural armor),6.65680473372781,19,22,17,24,22,26,4,4,0,3,2,4,16,130
Tlacatecolo,Medium,13,3.4615384615384612,12,17,14,10,15,10,2,2,0,2,0,1,5,78
Tlexolotl,Huge,15 (natural armor),4.615384615384615,25,10,17,7,13,9,0,0,0,0,2,3,10,81
Tlincalli,Large,15 (natural armor),3.7721893491124256,16,13,16,8,12,8,0,3,0,0,0,0,5,73
Tomb Dwarf,Medium,14 (studded leather),1.997041420118343,15,14,16,10,13,15,0,2,0,3,1,2,3,83
Tomb Guardian,Medium,17,4.127218934911243,19,9,18,6,10,5,0,0,0,0,4,6,5,67
Tomb Tapper,Huge,17 (natural armor),9.186390532544378,22,10,21,14,14,11,0,1,0,1,2,2,10,92
Topaz Dragon Wyrmling,Medium,16 (natural armor),1.4644970414201182,15,12,13,14,13,14,4,3,0,2,0,0,2,81
Topaz Greatwyrm,Gargantuan,21 (natural armor),22.5,28,14,29,30,24,25,4,3,0,0,1,4,26,150
Tortle,Medium,17 (natural armor),0.9763313609467456,15,10,12,11,13,12,0,2,0,0,0,0,0.25,73
Tortle Druid,Medium,17 (natural armor),1.4644970414201182,14,10,12,11,15,12,0,3,0,0,0,0,2,74
Transmuter Wizard,Medium,12 (15 with mage armor),2.1745562130177514,9,14,11,17,12,11,2,2,0,0,0,0,5,74
Trapper,Large,13 (natural armor),3.0177514792899407,17,10,17,2,13,4,0,1,0,0,0,0,3,63
Treant,Huge,16 (natural armor),6.124260355029586,23,8,21,12,16,12,0,0,1,2,0,0,9,92
Treant Sapling,Large,14 (natural armor),1.997041420118343,17,8,15,12,12,10,0,0,1,2,0,0,2,74
Tree Blight,Huge,15 (natural armor),4.0828402366863905,23,10,20,6,10,3,0,0,0,0,0,2,7,72
Tressym,Tiny,12,0.22189349112426035,3,15,10,11,12,12,0,2,0,0,1,1,0,63
Tressym,Tiny,12,0.22189349112426035,3,15,10,11,12,12,0,2,0,0,1,1,0,63
Tri-flower Frond,Medium,10,0.4881656804733728,14,15,12,9,13,9,0,0,0,0,0,4,0.5,72
Tribal Warrior,Medium,12 (hide armor),0.4881656804733728,13,11,12,8,11,8,0,0,0,0,0,0,0.125,63
Tribal Warrior Spore Servant,Medium,12 (hide armor),0.4881656804733728,13,11,12,2,6,1,0,0,0,0,0,4,0.125,45
Triceratops,Huge,13 (natural armor),4.215976331360946,22,9,17,2,11,5,0,0,0,0,0,0,5,66
Tridrone,Medium,15 (natural armor),0.7100591715976331,12,13,12,9,10,9,0,0,0,0,0,0,0.5,65
Triton Master of Waves,Medium,15 (natural armor),4.659763313609467,16,11,16,10,12,19,3,3,0,2,0,0,8,84
Triton Shorestalker,Medium,13,1.4201183431952662,11,16,14,10,15,11,0,3,0,1,0,0,2,77
Troglodyte,Medium,11 (natural armor),0.5769230769230769,14,10,14,6,10,6,0,1,0,0,0,0,0.25,60
Troglodyte Champion of Laogzed,Medium,14 (natural armor),2.618343195266272,18,12,18,8,12,12,0,3,0,0,0,0,3,80
Troll,Large,15 (natural armor),3.727810650887574,18,13,20,7,9,7,0,1,0,0,0,0,5,74
Tromokratis,Gargantuan,22 (natural armor),18.150887573964496,30,11,29,22,11,10,2,0,0,3,3,4,26,113
Trostani,Large,17 (natural armor),11.18343195266272,19,14,20,16,30,25,3,5,0,0,0,2,18,124
Tsucora Quori,Medium,16 (natural armor),3.0177514792899407,17,14,18,14,14,16,2,2,0,1,0,2,7,93
Twig Blight,Small,13 (natural armor),0.17751479289940827,6,13,12,4,8,3,0,1,1,0,0,2,0.125,46
Two-Headed Cerberus,Medium,12,1.7307692307692306,15,14,14,3,13,6,0,2,0,0,2,6,2,65
Typhon,Huge,17 (natural armor),8.653846153846153,24,10,20,7,12,13,1,0,0,0,2,0,15,86
Tyrannosaurus Rex,Huge,13 (natural armor),6.035502958579881,25,10,19,2,12,9,0,1,0,0,0,0,8,77
Tyrannosaurus Zombie,Huge,11 (natural armor),6.035502958579881,25,6,19,1,3,5,0,0,0,0,1,1,8,59
Udaak,Gargantuan,18 (natural armor),7.322485207100591,26,14,22,3,11,10,2,0,1,0,3,4,16,86
Ulitharid,Large,15 (breastplate),5.636094674556213,15,12,15,21,19,21,3,4,0,0,0,0,9,103
Ultroloth,Medium,19 (natural armor),6.789940828402367,16,16,18,18,15,19,0,3,0,5,2,3,13,102
Umber Hulk,Large,18 (natural armor),4.127218934911243,20,13,16,9,10,10,0,0,0,0,0,0,5,78
Undead Bulette,Large,17 (natural armor),5.547337278106508,19,11,21,2,10,5,0,1,1,1,1,1,5,68
Undead Cockatrice,Small,11,1.198224852071006,6,12,12,2,13,5,0,0,0,0,1,1,0.5,50
Undead Shambling Mound,Large,15 (natural armor),6.035502958579881,18,8,16,5,10,5,0,1,0,2,2,4,5,62
Undead Soldier,Medium,18 (plate armor),1.997041420118343,15,14,16,10,13,15,0,2,0,3,1,2,3,83
Undead Spirit,Medium,11 + the level of the spell (natural armor),1.331360946745562,12,16,15,4,10,9,0,0,0,0,2,4,0,66
Undead Tree,Huge,16 (natural armor),6.124260355029586,23,8,21,12,16,12,0,0,1,1,0,0,9,92
Undercity Medusa,Medium,16 (natural armor),5.325443786982248,16,18,16,17,12,15,0,4,0,0,0,0,6,94
Underworld Cerberus,Large,16 (natural armor),4.615384615384615,19,12,18,10,16,9,0,3,0,0,2,6,6,84
Undying Councilor,Medium,17 (natural armor),4.615384615384615,16,10,14,17,21,16,3,5,1,0,2,5,10,94
Undying Soldier,Medium,"17 (breastplate, shield)",1.1538461538461537,16,12,14,11,13,14,0,4,1,3,1,2,2,80
Unicorn,Large,12,2.9733727810650885,18,14,15,11,17,16,0,0,0,0,1,3,5,91
Unspeakable Horror,Huge,"15 (natural armor), 17 (Aberrant Armor Only)",4.215976331360946,21,13,19,3,14,17,2,1,0,0,0,0,8,87
Uthgardt Barbarian Leader,Medium,14 (hide armor),2.9733727810650885,16,15,17,9,11,9,0,0,0,0,0,0,2,77
Uthgardt Shaman,Medium,13 (hide armor),1.6863905325443787,14,12,13,10,15,12,0,4,0,0,0,0,2,76
Valenar Hawk,Tiny,14,0.4437869822485207,8,18,10,9,16,11,0,1,0,0,0,0,0.125,72
Valenar Hound,Medium,14 (natural armor),0.8431952662721893,17,15,14,10,15,11,0,1,0,0,0,0,0.5,82
Valenar Steed,Large,13,0.9763313609467456,14,16,14,10,15,11,0,1,0,0,0,0,0.5,80
Vampirate,Medium,14 (natural armor),1.863905325443787,12,14,18,10,11,12,0,0,1,0,3,3,2,77
Vampirate Captain,Medium,15 (natural armor),3.7721893491124256,15,16,18,12,13,16,3,0,1,0,3,3,6,90
Vampirate Mage,Medium,14 (natural armor),3.0177514792899407,12,14,18,13,14,15,2,0,1,0,3,3,5,86
Vampire,Medium,16 (natural armor),6.390532544378698,18,18,18,17,15,18,3,2,0,3,0,0,13,104
Vampire Spawn,Medium,15 (natural armor),3.6390532544378695,16,16,16,11,10,12,2,2,0,3,0,0,5,81
Vampire Spellcaster,Medium,16 (natural armor),6.390532544378698,18,18,18,17,15,18,3,2,0,3,0,0,15,104
Vampire Warrior,Medium,18 (plate armor),6.390532544378698,18,18,18,17,15,18,3,2,0,3,0,0,15,104
Vampiric Ixitxachitl,Medium,16 (natural armor),1.952662721893491,14,18,13,12,13,7,0,0,0,0,0,0,2,77
Vampiric Ixitxachitl Cleric,Medium,16 (natural armor),1.952662721893491,14,18,13,12,13,7,0,0,0,0,0,0,2,77
Vampiric Jade Statue,Large,14 (natural armor),5.059171597633136,16,14,18,6,10,5,0,0,1,0,2,6,8,69
Vampiric Mind Flayer,Medium,15 (natural armor),3.7721893491124256,18,18,18,5,15,18,4,2,0,2,0,3,5,92
Vampiric Mist,Medium,13,1.331360946745562,6,16,16,6,12,7,1,0,0,7,1,8,3,63
Vargouille,Tiny,12,0.7988165680473372,6,14,14,4,7,2,0,0,0,3,1,1,1,47
Vegepygmy,Small,13 (natural armor),0.5769230769230769,7,14,13,6,11,7,0,2,0,2,0,0,0.25,58
Vegepygmy Chief,Small,14 (natural armor),1.4644970414201182,14,14,14,7,12,9,0,2,0,2,0,0,2,70
Velociraptor,Tiny,13 (natural armor),0.4437869822485207,6,14,13,4,12,6,0,1,0,0,0,0,0.25,55
Velomachus Lorehold,Gargantuan,21 (natural armor),21.612426035502956,30,14,29,30,20,18,4,4,0,0,1,0,25,141
Venom Troll,Large,15 (natural armor),4.171597633136095,18,13,20,7,9,7,0,1,0,0,1,1,7,74
Verbeeg Longstrider,Large,14 (hide armor),5.281065088757396,19,15,16,13,14,10,3,3,0,0,0,0,5,87
Verbeeg Marauder,Large,"14 (hide armor, shield)",3.7721893491124256,19,11,16,11,10,9,2,3,0,0,0,0,4,76
Veteran,Medium,17 (splint armor),2.57396449704142,16,13,14,10,11,10,0,2,0,0,0,0,3,74
Veteran of the Gauntlet,Medium,17 (splint armor),2.57396449704142,16,13,14,10,11,10,0,2,0,0,0,0,3,74
Vine Blight,Medium,12 (natural armor),1.1538461538461537,15,8,14,5,10,3,0,1,0,0,0,2,0.5,55
Violet Fungus,Medium,5,0.7988165680473372,3,1,10,1,3,1,0,0,0,0,0,3,0.25,19
Violet Fungus,Medium,5,0.7988165680473372,3,1,10,1,3,1,0,0,0,0,0,3,0.25,19
Vistana Assassin,Medium,15 (studded leather),3.4615384615384612,11,16,14,13,11,10,2,4,0,1,0,0,8,75
Vistana Bandit,Medium,12 (leather armor),0.4881656804733728,11,12,12,10,10,10,0,0,0,0,0,0,0.125,65
Vistana Bandit Captain,Medium,15 (studded leather),2.8846153846153846,15,16,14,14,11,14,3,2,0,0,0,0,2,84
Vistana Commoner,Medium,10,0.17751479289940827,10,10,10,10,10,10,0,0,0,0,0,0,0,60
Vistana Guard,Medium,"16 (chain shirt, shield)",0.4881656804733728,13,12,12,10,11,10,0,1,0,0,0,0,0.125,68
Vistana Spy,Medium,12,1.198224852071006,10,15,10,12,14,16,0,7,0,0,0,0,1,77
Vistana Thug,Medium,11 (leather armor),1.4201183431952662,15,11,14,10,10,11,0,1,0,0,0,0,0.5,71
Void Scavver,Huge,15 (natural armor),6.967455621301775,22,16,19,4,13,5,0,2,0,0,0,0,11,79
Vox Seeker,Tiny,14 (natural armor),0.3106508875739645,2,10,12,1,10,1,0,0,0,0,2,8,0.125,36
Vrock,Large,15 (natural armor),4.615384615384615,17,15,18,8,13,8,3,0,0,5,1,1,6,79
Vulture,Medium,10,0.22189349112426035,7,10,13,2,12,4,0,1,0,0,0,0,0,48
Walking Corpse,Medium,10,0.17751479289940827,10,10,10,10,10,10,0,0,0,0,0,2,0,60
Walking Statue of Waterdeep,Gargantuan,17 (natural armor),13.93491124260355,30,8,27,1,10,1,1,0,0,0,6,7,18,77
Walrus,Large,9,0.9763313609467456,15,9,14,3,11,4,0,0,0,0,0,0,0.25,56
War Priest,Medium,18 (plate),5.192307692307692,16,10,14,11,17,13,2,2,0,0,0,0,9,81
Warforged Colossus,Gargantuan,23 (natural armor),18.195266272189347,30,11,30,3,11,8,3,0,0,0,4,8,25,93
Warforged Soldier,Medium,"16 (natural armor, shield)",1.331360946745562,16,12,16,10,14,11,0,3,0,1,0,0,1,79
Warforged Titan,Huge,20 (natural armor),5.547337278106508,23,8,22,3,11,1,0,0,0,0,2,6,8,68
Warhorse,Large,11,0.8431952662721893,18,12,13,2,12,7,0,0,0,0,0,0,0.5,64
Warhorse Skeleton,Large,13 (barding scraps),0.9763313609467456,18,12,15,2,8,5,0,0,1,0,1,2,0.5,60
Warlock of the Archfey,Medium,13 (16 with mage armor),2.9733727810650885,9,16,11,11,12,18,2,4,0,0,0,1,4,77
Warlock of the Fiend,Medium,13 (16 with mage armor),3.4615384615384612,10,16,15,12,12,18,2,4,0,1,0,0,7,83
Warlock of the Great Old One,Medium,13 (16 with mage armor),4.038461538461538,9,16,15,12,12,18,2,2,0,1,0,0,6,82
Warlord,Medium,18 (plate),10.162721893491124,20,16,18,12,12,18,3,4,0,0,0,0,12,96
Warrior,Medium,"21 (plate, shield)",3.4615384615384612,18,14,14,10,12,10,1,3,0,0,0,0,0,78
Warrior,Medium,"16 (chain shirt, shield)",0.5769230769230769,15,13,14,10,12,10,1,3,0,0,0,0,0,74
Warrior,Medium,"20 (plate, shield)",2.8846153846153846,18,14,14,10,12,10,1,3,0,0,0,0,0,78
Warrior,Medium,"20 (plate armor, shield)",2.3076923076923075,16,14,14,10,12,10,1,3,0,0,0,0,0,76
Wasteland Dragonnel,Large,13,2.8846153846153846,16,16,12,8,13,10,0,1,0,1,0,0,3,75
Wastrilith,Large,18 (natural armor),6.967455621301775,19,18,21,19,12,14,2,0,0,5,1,1,13,103
Water Elemental,Large,14 (natural armor),5.059171597633136,18,14,18,5,10,8,0,0,0,3,1,8,5,73
Water Elemental Myrmidon,Medium,18 (plate),5.636094674556213,18,14,15,8,10,10,0,0,0,3,1,4,7,75
Water Weird,Large,13,2.57396449704142,17,16,13,11,10,10,0,0,0,3,1,7,3,77
Weasel,Tiny,13,0.04437869822485207,3,16,8,2,12,3,0,2,0,0,0,0,0,44
Werebat,Small,13,1.0650887573964496,8,17,10,10,12,8,0,2,0,0,3,0,2,65
Werebear,Medium,"10 in humanoid form, 11 (natural armor) in bear or hybrid form",5.991124260355029,19,10,17,11,12,12,0,1,0,0,3,0,5,81
Wereboar,Medium,"10 in humanoid form, 11 (natural armor) in boar or hybrid form",3.4615384615384612,17,10,15,10,11,8,0,1,0,0,3,0,4,71
Werejaguar,Medium,12,5.325443786982248,17,15,16,10,13,11,0,2,0,0,3,0,4,82
Wererat,Medium,12,1.4644970414201182,10,15,12,11,10,8,0,2,0,0,3,0,2,66
Wereraven,Medium,12,1.3757396449704142,10,15,11,13,15,14,0,2,0,0,0,0,2,78
Weretiger,Medium,12,5.325443786982248,17,15,16,10,13,11,0,2,0,0,3,0,4,82
Werewolf,Medium,"11 in humanoid form, 12 (natural armor) in wolf or hybrid form",2.57396449704142,15,13,14,10,11,10,0,1,0,0,3,0,3,73
