Name,AC,HP,Strength,Dexterity,Constitution,Intelligence,Wisdom,Charisma,Saving Throws,Skills,Damage Vulnerabilities,Damage Resistances,Damage Immunities,Condition Immunities,CR,gargantuan,huge,large,medium,or,small,tiny,Overall
Rutterkin,12,1.6420118343195265,14,15,17,5,12,6,0,0,0,3,1,3,2,0,0,0,1,0,0,0,69
Saber-Toothed Tiger,12,2.3076923076923075,18,14,15,3,12,8,0,2,0,0,0,0,2,0,0,1,0,0,0,0,70
Sacred Statue,19,4.215976331360946,19,8,19,14,19,16,1,0,0,5,3,6,0,0,0,1,0,0,0,0,95
Sacred Stone Monk,14,0.9763313609467456,13,15,12,10,14,9,0,3,0,0,0,0,0.5,0,0,0,1,0,0,0,73
Sage,10,0.9763313609467456,8,10,10,18,15,11,0,7,0,0,0,0,0.5,0,0,0,1,0,0,0,72
Sahuagin,12,0.9763313609467456,13,11,12,12,13,9,0,1,0,0,0,0,0.5,0,0,0,1,0,0,0,70
Sahuagin Baron,16,3.3727810650887573,19,15,16,14,13,17,4,1,0,0,0,0,5,0,0,1,0,0,0,0,94
Sahuagin Blademaster,20,4.304733727810651,16,12,14,12,11,12,2,2,0,0,0,0,6,0,0,0,1,0,0,0,77
Sahuagin Champion,16,3.150887573964497,16,14,12,12,13,9,0,1,0,0,0,0,3,0,0,0,1,0,0,0,76
Sahuagin Coral Smasher,14,1.4644970414201182,16,12,12,12,13,9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,74
Sahuagin Deep Diver,15,4.038461538461538,14,16,15,12,13,9,2,2,0,0,0,0,4,0,0,0,1,0,0,0,79
Sahuagin Hatchling Swarm,14,2.3076923076923075,9,18,12,3,10,3,0,0,0,3,0,8,3,0,0,1,0,0,0,0,55
Sahuagin High Priestess,14,3.150887573964497,14,12,14,12,16,10,1,2,0,0,0,0,5,0,0,0,1,0,0,0,78
Sahuagin Priestess,12,1.4644970414201182,13,11,12,12,14,13,0,2,0,0,0,0,2,0,0,0,1,0,0,0,75
Sahuagin Warlock of Uk'otoa,14,0.9763313609467456,14,10,11,8,8,16,0,2,0,0,0,0,3,0,0,0,1,0,0,0,67
Sahuagin Wave Shaper,14,2.662721893491124,10,12,12,16,14,12,1,3,0,0,0,0,5,0,0,0,1,0,0,0,76
Salamander,15,3.994082840236686,18,14,15,11,10,12,0,0,1,3,1,0,5,0,0,1,0,0,0,0,80
Sapphire Dragon Wyrmling,16,1.997041420118343,17,14,16,14,13,14,4,4,0,2,0,1,3,0,0,0,1,0,0,0,88
Sapphire Greatwyrm,21,22.5,28,14,29,30,24,25,4,3,0,0,1,4,26,1,0,0,0,0,0,0,150
Sapphire Sentinel,17,7.899408284023668,22,9,20,3,11,1,0,0,0,0,4,6,10,0,0,1,0,0,0,0,66
Satyr,14,1.3757396449704142,12,16,11,12,10,14,0,3,0,0,0,0,0.5,0,0,0,1,0,0,0,75
Satyr Reveler,13,1.4644970414201182,12,16,13,12,10,16,0,3,0,0,0,0,1,0,0,0,1,0,0,0,79
Satyr Thornbearer,15,1.6863905325443787,12,18,12,11,13,14,0,3,0,0,0,0,2,0,0,0,1,0,0,0,80
Scaladar,19,4.171597633136095,19,10,25,1,12,1,0,0,0,3,3,3,8,0,1,0,0,0,0,0,68
Scarecrow,11,1.5976331360946745,11,13,11,10,10,13,0,0,1,3,1,6,1,0,0,0,1,0,0,0,68
Scholarly Agent,11,0.9763313609467456,10,12,12,16,12,10,1,3,0,0,0,0,1,0,0,0,1,1,1,0,72
Scholarly Excavator,16,2.9733727810650885,15,14,16,14,14,12,2,3,0,0,0,0,3,0,0,0,1,1,1,0,85
Scholarly Mastermind,12,3.6390532544378695,10,14,13,18,16,14,2,4,0,0,0,0,5,0,0,0,1,1,1,0,85
Scorchbringer Guard,16,0.4881656804733728,13,14,12,10,9,10,0,0,0,0,0,0,0.5,0,0,0,1,0,0,0,68
Scorpion,11,0.04437869822485207,2,11,8,1,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32
Scout,13,0.7100591715976331,11,14,12,11,13,11,0,4,0,0,0,0,0.5,0,0,0,1,0,0,0,72
Scrag,15,3.727810650887574,18,13,20,7,9,7,0,1,0,0,0,0,5,0,0,1,0,0,0,0,74
Scufflecup Teacup,12,0.22189349112426035,4,14,10,3,3,1,0,0,0,0,1,3,0,0,0,0,0,0,0,1,35
Scuttling Serpentmaw,17,2.8846153846153846,16,14,16,3,11,3,0,1,0,0,0,0,4,0,0,0,0,0,1,0,63
Sea Elf,11,0.4881656804733728,10,13,12,11,11,12,0,1,0,0,0,0,0.125,0,0,0,1,0,0,0,69
Sea Elf Scout,13,0.7100591715976331,11,14,12,11,13,11,0,4,0,0,0,0,0.5,0,0,0,1,0,0,0,72
Sea Fury,14,4.659763313609467,19,15,16,12,12,18,0,4,0,0,5,2,12,0,0,0,1,0,0,0,92
Sea Hag,14,2.3076923076923075,16,13,16,12,12,13,0,0,0,0,0,0,2,0,0,0,1,0,0,0,82
Sea Horse,11,0.04437869822485207,1,12,8,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34
Sea Lion,15,3.994082840236686,17,15,15,3,12,8,0,2,0,0,0,0,5,0,0,1,0,0,0,0,70
Sea Spawn,11,1.4201183431952662,15,8,15,6,10,8,0,0,0,0,0,0,1,0,0,0,1,0,0,0,62
Seal,11,0.3994082840236686,10,12,11,3,12,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,53
Sentient Gray Ooze,8,0.9763313609467456,12,6,16,5,6,2,0,1,0,3,0,5,0.5,0,0,0,1,0,0,0,47
Sentient Ochre Jelly,8,1.997041420118343,15,6,14,5,6,1,0,0,0,1,2,5,2,0,0,1,0,0,0,0,47
Sergeant,16,0.4881656804733728,13,12,12,10,11,10,0,1,0,0,0,0,0.125,0,0,0,1,0,0,0,68
Sergeant,16,0.4881656804733728,13,12,12,10,11,10,0,1,0,0,0,0,0.125,0,0,0,1,0,0,0,68
Servitor Thrull,11,0.9763313609467456,11,13,14,6,6,3,0,0,0,0,1,2,0.25,0,0,0,0,0,1,0,53
Setessan Hoplite,16,2.57396449704142,14,16,14,13,16,11,2,3,0,0,0,0,4,0,0,0,1,0,0,0,84
Shadar-kai Gloom Weaver,14,4.615384615384615,11,18,14,15,12,18,2,0,0,0,1,2,9,0,0,0,1,0,0,0,88
Shadar-kai Shadow Dancer,15,3.150887573964497,12,16,13,11,12,12,2,1,0,1,0,2,7,0,0,0,1,0,0,0,76
Shadar-kai Soul Monger,15,6.035502958579881,8,17,14,19,15,13,3,1,0,0,2,3,11,0,0,0,1,0,0,0,86
Shadow,12,0.7100591715976331,6,14,13,6,10,8,0,1,1,7,2,8,0.5,0,0,0,1,0,0,0,57
Shadow Assassin,14,3.4615384615384612,6,19,14,13,12,14,2,2,1,7,2,8,9,0,0,0,1,0,0,0,78
Shadow Demon,13,2.9289940828402363,1,17,12,14,13,14,2,1,1,6,3,7,4,0,0,0,1,0,0,0,71
Shadow Horror,13,5.325443786982248,12,16,14,2,17,18,0,2,1,0,0,1,9,0,0,1,0,0,0,0,79
Shadow Mastiff,12,1.4644970414201182,16,14,13,5,12,5,0,2,0,3,0,0,2,0,0,0,1,0,0,0,65
Shadow Mastiff Alpha,12,1.952662721893491,16,14,13,6,12,5,0,2,0,3,0,0,3,0,0,0,1,0,0,0,66
Shadow Spirit,11,1.5532544378698223,13,16,15,4,10,16,0,0,0,1,0,1,0,0,0,0,1,0,0,0,74
Shadowghast,15,2.1745562130177514,14,20,12,12,11,8,0,2,0,1,1,3,5,0,0,0,1,0,0,0,77
Shadrix Silverquill,21,16.1094674556213,25,14,23,18,18,26,4,4,0,0,2,0,22,1,0,0,0,0,0,0,124
Shambling Mound,15,6.035502958579881,18,8,16,5,10,5,0,1,0,2,1,3,5,0,0,1,0,0,0,0,62
Shapechanged Roper,20,4.127218934911243,18,8,17,7,16,6,0,2,0,0,0,0,5,0,0,1,0,0,0,0,72
Shard Shunner,12,1.198224852071006,10,15,12,11,10,8,0,2,0,0,3,0,2,0,0,0,0,0,1,0,66
Sharkbody Abomination,12,1.997041420118343,18,13,15,1,10,4,0,1,0,0,0,0,2,0,0,1,0,0,0,0,61
Sheep,10,0.1331360946745562,12,10,11,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50
Shell Shark,18,1.4201183431952662,15,12,14,3,10,7,1,1,0,0,0,0,2,0,0,0,1,0,0,0,61
Shield Dwarf Guard,16,0.4881656804733728,13,12,12,10,11,10,0,1,0,1,0,0,0.125,0,0,0,1,0,0,0,68
Shield Dwarf Noble,15,0.3994082840236686,11,12,11,12,14,16,0,3,0,1,0,0,0.125,0,0,0,1,0,0,0,76
Shield Guardian,17,6.301775147928994,18,8,18,7,10,3,0,0,0,0,1,5,7,0,0,1,0,0,0,0,64
Shifter,14,0.8431952662721893,12,16,14,11,15,10,0,4,0,0,0,0,0.5,0,0,0,1,0,0,0,78
Shoosuva,14,6.035502958579881,18,13,17,7,14,9,3,0,0,3,1,3,8,0,0,1,0,0,0,0,78
Shrieker,5,0.5769230769230769,1,1,10,1,3,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,17
Sibriex,19,6.65680473372781,10,3,23,25,24,25,2,3,0,5,1,1,18,0,1,0,0,0,0,0,110
Silver Dragon Wyrmling,17,1.997041420118343,19,10,17,12,11,15,4,2,0,0,1,0,2,0,0,0,1,0,0,0,84
Silver Greatwyrm,22,25.07396449704142,30,16,29,21,22,30,5,3,0,0,1,3,28,1,0,0,0,0,0,0,148
Silverquill Apprentice,12,1.952662721893491,10,14,13,12,11,15,2,3,0,0,0,0,2,0,0,0,1,1,1,0,75
Silverquill Pledgemage,13,2.9289940828402363,10,16,13,12,11,17,3,3,0,0,0,0,4,0,0,0,1,1,1,0,79
Silverquill Professor of Radiance,12,4.304733727810651,11,14,14,16,13,19,4,4,0,1,0,0,7,0,0,0,1,1,1,0,87
Silverquill Professor of Shadow,12,4.304733727810651,11,14,14,16,13,19,4,4,0,1,0,0,7,0,0,0,1,1,1,0,87
Simic Merfolk,11,0.4881656804733728,10,13,12,11,11,12,0,1,0,0,0,0,0.125,0,0,0,1,0,0,0,69
Sire of Insanity,17,6.967455621301775,23,6,19,14,19,22,4,2,0,5,1,1,12,0,1,0,0,0,0,0,103
Sivak Draconian,16,2.529585798816568,18,10,18,13,10,10,2,0,0,0,0,0,4,0,0,1,0,0,0,0,79
Skeletal Alchemist,11,1.4201183431952662,9,13,15,14,10,9,0,1,1,0,1,2,0.5,0,0,0,1,0,0,0,70
Skeletal Bloodfin,16,4.127218934911243,20,14,16,2,10,3,0,1,0,2,1,5,9,0,0,1,0,0,0,0,65
Skeletal Juggernaut,13,6.301775147928994,16,14,15,6,8,5,0,0,1,0,1,2,5,0,0,1,0,0,0,0,64
Skeletal Knight,18,4.970414201183432,20,10,16,13,14,10,2,0,0,0,1,2,7,0,0,0,1,0,0,0,83
Skeletal Rats,10,1.0650887573964496,9,11,9,2,10,3,0,0,0,3,0,8,0.25,0,0,0,1,0,0,0,44
Skeletal Swarm,13,2.662721893491124,12,14,15,6,8,5,0,0,1,2,1,9,2,0,0,1,0,0,0,0,60
Skeleton,13,0.5769230769230769,10,14,15,6,8,5,0,0,1,0,1,2,0.25,0,0,0,1,0,0,0,58
Skeleton Key,13,0.5769230769230769,10,14,15,6,8,5,0,0,1,0,1,2,0.25,0,0,0,1,0,0,0,58
Skittering Horror,17,10.118343195266272,22,16,17,2,14,18,0,2,1,0,0,1,15,0,1,0,0,0,0,0,89
Skitterwidget,18,3.7721893491124256,16,14,18,3,10,1,0,0,0,0,2,6,5,0,0,0,1,0,0,0,62
Skulk,14,0.7988165680473372,6,19,10,10,7,1,1,1,0,0,0,1,0.5,0,0,0,1,0,0,0,53
Skull Flier,16,1.0650887573964496,10,14,10,1,10,3,0,0,0,0,2,5,0.5,0,0,0,1,0,0,0,48
Skull Lasher of Myrkul,12,1.4201183431952662,10,14,15,16,13,10,1,2,0,0,0,0,1,0,0,0,1,0,0,0,78
Skull Lord,18,4.970414201183432,14,16,17,16,15,21,0,4,0,4,1,8,15,0,0,0,1,0,0,0,99
Skum,14,4.127218934911243,19,11,18,7,12,9,0,1,0,1,0,0,5,0,0,0,1,0,0,0,76
Skyjek Roc,15,1.6420118343195265,20,13,14,3,10,8,2,1,0,0,0,0,2,0,0,1,0,0,0,0,68
Skyswimmer,18,9.585798816568047,23,15,16,7,12,6,1,1,0,0,0,0,13,1,0,0,0,0,0,0,79
Skyweaver,12,1.952662721893491,8,14,12,11,10,16,0,2,0,0,0,0,3,0,0,0,1,0,0,0,71
Slaad Tadpole,12,0.4437869822485207,7,15,10,3,5,3,0,1,0,5,0,0,0.125,0,0,0,0,0,0,1,43
Sled Dog,13,0.4881656804733728,12,15,12,3,12,6,0,2,0,0,0,0,0.25,0,0,0,1,0,0,0,60
Slithering Bloodfin,16,4.127218934911243,20,14,16,2,10,3,0,1,0,0,1,1,9,0,0,1,0,0,0,0,65
Slithering Tracker,14,1.7307692307692306,16,19,15,10,14,11,0,2,2,3,0,9,3,0,0,0,1,0,0,0,85
Smoke Mephit,12,0.9763313609467456,6,14,12,10,10,11,0,2,0,0,2,1,0.25,0,0,0,0,0,1,0,63
Snake Horror,20,2.662721893491124,18,13,16,10,10,10,0,1,0,3,3,8,4,0,0,0,1,0,0,0,77
Sneak,13,0.3994082840236686,8,13,12,11,12,9,1,2,0,0,0,0,0,0,0,0,0,0,1,0,65
Snow Golem,8,1.7307692307692306,15,6,14,1,6,1,0,0,1,0,4,6,3,0,0,0,1,0,0,0,43
Snow Leopard,12,1.6420118343195265,17,15,14,3,12,8,0,2,0,0,0,0,1,0,0,1,0,0,0,0,69
Snow Maiden,12,0.9763313609467456,1,14,11,10,10,11,0,0,0,6,3,9,1,0,0,0,1,0,0,0,57
Snowy Owlbear,13,2.618343195266272,20,12,17,3,12,7,0,1,0,0,0,0,3,0,0,1,0,0,0,0,71
Solar,21,10.784023668639053,26,22,26,25,25,30,3,1,0,3,2,4,21,0,0,1,0,0,0,0,154
Solar Dragon Wyrmling,15,2.2633136094674553,16,15,18,11,12,10,4,2,0,0,1,1,3,0,0,0,1,0,0,0,82
Soldier,18,0.7100591715976331,13,12,12,10,11,11,0,2,0,0,0,0,0.5,0,0,0,1,0,0,0,69
Sorrowfish,13,0.04437869822485207,2,16,9,1,7,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,37
Soul Shaker,13,3.3727810650887573,20,8,18,8,11,14,0,0,0,1,1,9,4,0,0,1,0,0,0,0,79
Space Clown,13,2.57396449704142,16,16,14,11,11,16,0,3,0,0,0,0,2,0,0,0,1,0,0,0,84
Space Eel,14,0.3106508875739645,12,18,11,1,10,1,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,53
Space Guppy,13,0.1331360946745562,3,16,10,1,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41
Space Hamster,15,0.4437869822485207,1,20,10,6,12,6,0,2,0,0,0,0,0.25,0,0,0,0,0,0,1,55
Space Hamster,10,0.04437869822485207,2,11,9,2,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38
Space Mollymawk,12,0.1331360946745562,6,14,11,3,12,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,49
Space Swine,11,0.9763313609467456,12,12,12,4,10,3,0,2,0,0,0,0,0.25,0,0,0,1,0,0,0,53
Spawn of Kyuss,10,3.3727810650887573,16,11,18,5,7,3,1,0,0,0,1,2,5,0,0,0,1,0,0,0,60
Spectator,14,1.7307692307692306,8,14,14,13,14,11,0,1,0,0,0,1,3,0,0,0,1,0,0,0,74
Specter,12,0.9763313609467456,1,14,11,10,10,11,0,0,0,7,2,9,1,0,0,0,1,0,0,0,57
Spellcaster,12,0.3994082840236686,10,12,10,15,14,13,1,3,0,0,0,0,0,0,0,0,1,0,0,0,74
Spellcaster (Healer),13,2.396449704142012,10,12,10,15,18,13,1,3,0,0,0,0,0,0,0,0,1,0,0,0,78
Spellcaster (Healer),13,1.997041420118343,10,12,10,15,18,13,1,3,0,0,0,0,0,0,0,0,1,0,0,0,78
Spellcaster (Healer),13,1.5976331360946745,10,12,10,15,16,13,1,3,0,0,0,0,0,0,0,0,1,0,0,0,76
Spellcaster (Mage),13,2.396449704142012,10,12,10,18,14,14,1,3,0,0,0,0,0,0,0,0,1,0,0,0,78
Spellcaster (Mage),13,1.997041420118343,10,12,10,18,14,14,1,3,0,0,0,0,0,0,0,0,1,0,0,0,78
Spellcaster (Mage),13,1.5976331360946745,10,12,10,16,14,13,1,3,0,0,0,0,0,0,0,0,1,0,0,0,75
Sperm Whale,13,8.38757396449704,26,8,17,3,12,5,0,0,0,0,0,0,8,1,0,0,0,0,0,0,71
Sphinx of Judgment,17,6.035502958579881,18,15,16,18,18,18,0,4,0,3,1,2,11,0,0,1,0,0,0,0,103
Spider,12,0.04437869822485207,2,14,8,1,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,37
Spiked Tomb Guardian,17,4.127218934911243,19,9,18,6,10,5,0,0,0,0,4,6,6,0,0,0,1,0,0,0,67
Spined Devil,13,0.9763313609467456,10,15,12,11,14,8,0,0,0,3,2,1,2,0,0,0,0,0,1,0,70
Spirit Naga,15,3.328402366863905,18,17,14,16,15,16,4,0,0,0,1,2,8,0,0,1,0,0,0,0,96
Spirit Statue Mascot,14,1.1538461538461537,14,9,15,12,13,8,0,3,0,0,0,0,0.25,0,0,0,1,0,0,0,71
Spirit Troll,17,5.769230769230769,1,17,13,8,9,16,0,1,0,3,3,7,11,0,0,1,0,0,0,0,64
Spitting Mimic,14,3.7721893491124256,21,12,17,9,15,10,0,1,0,0,1,1,5,0,0,1,0,0,0,0,84
Splugoth the Returned,15,1.198224852071006,10,14,12,14,11,10,2,1,0,0,0,0,2,0,0,0,0,0,1,0,71
Spore Servant Octopus,11,2.3076923076923075,17,13,13,2,6,1,0,0,0,0,0,4,1,0,0,1,0,0,0,0,52
Spring Eladrin,19,7.322485207100591,14,16,16,18,11,18,0,2,0,1,0,0,10,0,0,0,1,0,0,0,93
Sprite,15,0.08875739644970414,3,18,10,14,13,11,0,2,0,0,0,0,0.25,0,0,0,0,0,0,1,69
Spy,12,1.198224852071006,10,15,10,12,14,16,0,7,0,0,0,0,1,0,0,0,1,0,0,0,77
Squire,12,0.4881656804733728,13,10,12,8,11,9,1,1,0,0,0,0,0,0,0,0,1,0,0,0,63
Ssurran Defiler,16,2.3076923076923075,13,12,16,15,15,7,2,4,0,1,0,0,3,0,0,0,1,0,0,0,78
Ssurran Poisoner,16,0.9763313609467456,13,12,13,12,12,7,0,3,0,0,0,0,0.5,0,0,0,1,0,0,0,69
Star Spawn Grue,11,0.7544378698224852,6,13,10,9,11,6,0,0,0,0,1,0,0.25,0,0,0,0,0,1,0,55
Star Spawn Hulk,16,6.035502958579881,20,8,21,7,12,9,2,1,0,3,0,2,10,0,0,1,0,0,0,0,77
Star Spawn Larva Mage,16,7.455621301775148,17,12,23,18,12,16,3,1,0,3,1,6,16,0,0,0,1,0,0,0,98
Star Spawn Mangler,14,3.150887573964497,8,18,12,11,12,7,2,1,0,1,1,3,5,0,0,0,1,0,0,0,68
Star Spawn Seer,17,6.789940828402367,14,12,18,22,19,16,4,1,0,3,1,2,13,0,0,0,1,0,0,0,101
Starlight Apparition,10,3.195266272189349,1,11,10,18,16,16,0,0,0,5,2,10,5,0,0,0,1,0,0,0,72
Statue of Talos,17,6.523668639053254,19,11,20,6,11,9,1,1,0,3,1,3,10,0,0,1,0,0,0,0,76
Statue of Vergadain,17,7.899408284023668,22,9,20,3,11,1,0,0,0,0,4,6,10,0,0,1,0,0,0,0,66
Steam Mephit,10,0.9319526627218935,5,11,10,11,10,12,0,0,0,0,2,1,0.25,0,0,0,0,0,1,0,59
Steel Defender,15,0.08875739644970414,14,12,14,4,10,6,2,2,0,0,1,3,0,0,0,0,1,0,0,0,60
Steel Predator,20,9.186390532544378,24,17,22,4,14,6,0,3,0,4,4,7,16,0,0,1,0,0,0,0,87
Stegosaurus,13,3.3727810650887573,20,9,17,2,11,5,0,0,0,0,0,0,4,0,1,0,0,0,0,0,64
Stench Kow,10,0.665680473372781,18,10,14,2,10,4,0,0,0,3,0,0,0.5,0,0,1,0,0,0,0,58
Stirge,14,0.08875739644970414,4,16,11,2,8,6,0,0,0,0,0,0,0.125,0,0,0,0,0,0,1,47
Stomping Foot,12,0.08875739644970414,13,14,11,5,10,4,0,0,0,0,1,3,0,0,0,0,0,0,0,1,57
Stone Cursed,17,0.8431952662721893,16,5,14,5,8,7,0,0,1,0,1,5,1,0,0,0,1,0,0,0,55
Stone Dragon Statue,17,7.899408284023668,22,9,20,3,11,1,0,0,0,0,4,6,10,0,0,1,0,0,0,0,66
Stone Giant,17,5.59171597633136,23,15,20,10,12,9,3,2,0,0,0,0,7,0,1,0,0,0,0,0,89
Stone Giant Dreamwalker,18,7.144970414201183,23,14,21,10,8,12,3,2,0,0,0,2,10,0,1,0,0,0,0,0,88
Stone Giant Statue,17,8.653846153846153,22,9,20,3,11,1,0,0,0,0,4,6,0,0,1,0,0,0,0,0,66
Stone Golem,17,7.899408284023668,22,9,20,3,11,1,0,0,0,0,4,6,10,0,0,1,0,0,0,0,66
Stone Juggernaut,15,6.967455621301775,16,12,15,14,14,16,0,0,0,0,3,9,12,0,0,1,0,0,0,0,87
Stone Warrior,17,4.526627218934911,22,9,20,3,11,1,0,0,0,0,4,6,4,0,0,1,0,0,0,0,66
Stonecloak,17,7.899408284023668,22,9,20,9,11,9,0,0,0,0,4,6,10,0,0,1,0,0,0,0,80
Stonemelder,17,3.328402366863905,15,10,16,12,11,17,0,2,0,0,0,0,4,0,0,0,1,0,0,0,81
Storm Giant,16,10.207100591715976,29,14,20,16,18,18,4,4,0,1,2,0,13,0,1,0,0,0,0,0,115
Storm Giant Quintessent,12,10.207100591715976,29,14,20,17,20,19,4,3,0,3,2,0,16,0,1,0,0,0,0,0,119
Storm Giant Skeleton,13,9.053254437869821,29,14,15,3,8,1,2,1,1,1,3,2,16,0,1,0,0,0,0,0,70
Strahd Zombie,8,1.331360946745562,13,6,16,3,6,5,1,0,0,0,1,1,1,0,0,0,1,0,0,0,49
Strigoi,16,2.3076923076923075,17,14,16,11,17,10,3,2,0,1,0,2,4,0,0,0,1,0,0,0,85
Strixhaven Campus Guide,17,1.3757396449704142,15,14,13,10,12,12,1,2,0,0,1,6,1,0,0,0,0,0,1,0,76
Su-monster,12,1.198224852071006,14,15,12,9,13,9,0,2,0,0,0,0,1,0,0,0,1,0,0,0,72
Succubus,15,2.9289940828402363,8,17,13,15,12,20,0,5,0,6,0,0,4,0,0,0,1,0,0,0,85
Sul Khatesh,22,21.079881656804734,18,21,19,30,22,25,4,4,0,3,3,6,28,0,0,1,0,0,0,0,135
Summer Eladrin,19,7.322485207100591,19,21,16,14,12,18,0,2,0,1,0,0,10,0,0,0,1,0,0,0,100
Sunder Shaman,20,6.124260355029586,23,15,21,10,12,9,3,2,0,0,0,0,10,0,1,0,0,0,0,0,90
Svirfneblin Wererat,12,1.4644970414201182,10,15,12,11,10,8,0,2,0,0,3,0,2,0,0,0,0,0,1,0,66
Swarm of Animated Books,12,0.9763313609467456,10,13,12,1,10,1,0,0,1,0,2,10,0.25,0,0,0,1,0,0,0,47
Swarm of Bats,12,0.9763313609467456,5,15,10,2,12,4,0,0,0,3,0,8,0.25,0,0,0,1,0,0,0,48
Swarm of Beetles,12,0.9763313609467456,3,13,10,1,7,1,0,0,0,3,0,8,0.5,0,0,0,1,0,0,0,35
Swarm of Books,12,0.9763313609467456,5,15,10,2,12,4,0,0,0,3,0,8,0.25,0,0,0,1,0,0,0,48
Swarm of Campestris,12,1.198224852071006,3,7,10,4,10,8,0,1,0,3,0,7,1,0,0,0,1,0,0,0,42
Swarm of Centipedes,12,0.9763313609467456,3,13,10,1,7,1,0,0,0,3,0,8,0.5,0,0,0,1,0,0,0,35
Swarm of Cranium Rats,12,3.3727810650887573,9,14,10,15,11,14,0,0,0,3,0,8,5,0,0,0,1,0,0,0,73
Swarm of Gremishkas,12,1.0650887573964496,12,14,10,12,14,4,0,1,0,3,0,8,2,0,0,0,1,0,0,0,66
Swarm of Hoard Scarabs,14,1.3757396449704142,6,16,11,3,8,6,0,0,0,3,0,8,2,0,0,0,1,0,0,0,50
Swarm of Insects,12,0.9763313609467456,3,13,10,1,7,1,0,0,0,3,0,8,0.5,0,0,0,1,0,0,0,35
Swarm of Maggots,11,0.9763313609467456,3,12,10,1,7,1,0,0,0,3,0,8,2,0,0,0,1,0,0,0,34
Swarm of Mechanical Spiders,12,0.9763313609467456,3,13,10,1,7,1,0,0,1,3,0,10,0.5,0,0,0,1,0,0,0,35
Swarm of Poisonous Snakes,14,1.5976331360946745,8,18,11,1,10,3,0,0,0,3,0,8,2,0,0,0,1,0,0,0,51
Swarm of Quippers,13,1.242603550295858,13,16,9,1,7,2,0,0,0,3,0,8,1,0,0,0,1,0,0,0,48
Swarm of Rats,10,1.0650887573964496,9,11,9,2,10,3,0,0,0,3,0,8,0.25,0,0,0,1,0,0,0,44
Swarm of Ravens,12,1.0650887573964496,6,14,8,3,12,6,0,1,0,3,0,8,0.25,0,0,0,1,0,0,0,49
Swarm of Rot Grubs,8,0.9763313609467456,2,7,10,1,2,1,0,0,1,2,0,7,0.5,0,0,0,1,0,0,0,23
Swarm of Scarabs,13,1.198224852071006,3,14,13,1,12,1,0,0,0,3,0,8,3,0,0,0,1,0,0,0,44
Swarm of Sorrowfish,14,4.615384615384615,16,19,14,1,11,3,0,0,0,3,1,8,6,0,0,0,1,0,0,0,64
Swarm of Spiders,12,0.9763313609467456,3,13,10,1,7,1,0,0,0,3,0,8,0.5,0,0,0,1,0,0,0,35
Swarm of Undead Snakes,14,1.5976331360946745,8,18,11,1,10,3,0,0,0,3,1,9,2,0,0,0,1,0,0,0,51
Swarm of Wasps,12,0.9763313609467456,3,13,10,1,7,1,0,0,0,3,0,8,0.5,0,0,0,1,0,0,0,35
Swarm of Zombie Limbs,10,0.9763313609467456,14,10,10,3,8,5,0,0,0,3,1,10,1,0,0,0,1,0,0,0,50
Swashbuckler,17,2.9289940828402363,12,18,12,14,11,15,0,3,0,0,0,0,3,0,0,0,1,0,0,0,82
Swavain Basilisk,16,3.7721893491124256,15,16,15,2,8,7,0,0,0,0,1,1,7,0,1,0,0,0,0,0,63
Sword Wraith Commander,18,5.636094674556213,18,14,18,11,12,14,0,1,0,3,1,4,8,0,0,0,1,0,0,0,87
Sword Wraith Warrior,16,1.997041420118343,18,12,17,6,9,10,0,0,0,3,1,4,3,0,0,0,1,0,0,0,72
Tabaxi Hunter,14,1.7751479289940828,10,17,11,13,14,15,0,4,0,0,0,0,1,0,0,0,1,0,0,0,80
Tabaxi Minstrel,12,0.9763313609467456,10,15,11,14,12,16,0,4,0,0,0,0,0.25,0,0,0,1,0,0,0,78
Tanarukk,14,4.215976331360946,18,13,20,9,9,9,0,2,0,2,0,0,5,0,0,0,1,0,0,0,78
Tanazir Quandrix,21,19.704142011834318,28,14,27,28,18,17,4,4,0,0,2,0,24,1,0,0,0,0,0,0,132
Tarkanan Assassin,15,1.997041420118343,12,16,14,10,14,11,0,5,0,0,0,0,2,0,0,0,1,0,0,0,77
Tarrasque,25,30.0,30,11,30,3,11,11,3,0,0,0,4,4,30,1,0,0,0,0,0,0,96
Telepathic Pentacle,15,7.633136094674556,20,12,20,2,10,7,0,1,0,0,0,0,8,0,1,0,0,0,0,0,71
Terracotta Warrior,18,1.4644970414201182,14,11,13,1,3,1,0,0,0,0,2,8,1,0,0,0,1,0,0,0,43
